id,owner,created,modified,title,type,description,tags,snippet,categories,accessInformation,licenseInfo,culture,url,access,license,source,extent,industries,filename
eaa9a012cf714dbe9909e81a7259a717,HostedbyHIFLD2,"Tue, 25 Jun 2024 16:46:53 GMT","Tue, 08 Apr 2025 19:54:42 GMT",Biodiesel Plants,Feature Service,"These data identify and provide detailed information on biodiesel plants in the United States as of January 1, 2023.

The attribute data for this point dataset come from EIA's U.S. Biodiesel Plant Production Capacity report, which is sourced from U.S. Energy Information Administration, Form EIA-819, Monthly Report of Biofuels, Fuels from Non-Biogenic Wastes, Fuel Oxygenates, Isooctane, and Isooctene. Biodiesel production capacity is intended to measure estimated gallons of biodiesel that a plant is capable of producing over a period of one year (365 consecutive days) starting on the first day of each report month.

Production capacity in million gallons per year (MMgal/year).

The facility location data represent the approximate location based on research of publicly available information from sources such as Federal agencies, company websites, and satellite images on public websites.","biodiesel,refining,biofuels,petroleum,Energy,EIA,DOE,HIFLD,Feature Service,SDI,NSDI,Open Data,FGDC,Emergency Preparedness,Disaster Planning,Infrastructure","These data identify and provide detailed information on biodiesel plants in the United States as of January 1, 2023.",,Department of Energy (DOE),None (Public Domain Information),english (united states),https://services7.arcgis.com/FGr1D95XCGALKXqM/arcgis/rest/services/Biodiesel_Plants_US_EIA/FeatureServer/113,public,custom,GeoPlatform ArcGIS Online,,,Biodiesel_Plants_US_EIA.geojson
edac45f5d3104dfd9e1d4a015f4d43bf,HostedbyHIFLD2,"Wed, 05 Jun 2024 18:59:19 GMT","Tue, 08 Apr 2025 19:54:42 GMT",Combined Statistical Areas,Feature Service,"Combined Statistical Areas (CSAs) consist of two or more adjacent CBSAs that have substantial employment interchange. The CBSAs that combine to create a CSA retain separate identities within the larger CSA. Because CSAs represent groupings of metropolitan and/or micropolitan statistical areas, they should not be ranked or compared with individual metropolitan and micropolitan statistical areas. Download: https://www2.census.gov/geo/tiger/TGRGDB24/tlgdb_2024_a_us_nationgeo.gdb.zip Layer: Combined_Statistical_Area Metadata: https://meta.geo.census.gov/data/existing/decennial/GEO/GPMB/TIGERline/Current_19115/series_tl_2023_csa.shp.iso.xml","Core Based Statistical Areas (CBSA),Core,Based,Statistical,Statistics,Areas,Census,HIFLD,Feature Service,SDI,NSDI,Open Data,FGDC,Emergency Preparedness,Disaster Planning,Infrastructure","Combined Statistical Areas; January 1, 2024 vintage",,U.S. Census Bureau,Access Constraints: None (Public Domain Information) Use Constraints: None (Public Use),en-us,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/CBSA/MapServer/0,public,custom,GeoPlatform ArcGIS Online,"-127.1688,15.7819,-62.5953,49.4634",,
f3c2496b0f9b47bd8ebf4726b4d097ab,HostedbyHIFLD2,"Thu, 13 Jun 2024 15:30:52 GMT","Tue, 08 Apr 2025 19:54:42 GMT",Tsunami Capable Tide Stations,Feature Service,"NCEI is the long-term archive for all NOAA coastal tide gauge data: 1-minute water level data from the NOAA/National Ocean Service (NOS) Center for Operational Oceanographic Products and Services (CO-OPS) and high-resolution (10-second or 15-second) water level data from the Pacific Tsunami Warning Center (PTWC) and the National Tsunami Warning Center (NTWC). Coastal tide gauge data also undergo quality control and harmonic analysis at NCEI. The raw data and products are discoverable via the Map, Timelines, and THREDDS Data Server links. Data are provided as netCDF and as gzipped comma-separated-values (CSV). Map legend: Please contact haz.info@noaa.gov if you have questions. More information about tsunami-capable tide gauge data at NCEI","tide gauge,tsunami,natural hazards,NOS,CO-OPS,PTWC,NTWC,NOAA,NCEI,HIFLD,Feature Service,SDI,NSDI,Open Data,FGDC,Emergency Preparedness,Disaster Planning,Infrastructure",Locations of tsunami-capable tide stations for data archived at NOAA NCEI.,,National Oceanic & Atmospheric Administration (NOAA),No special restrictions or limitations on using the item's content have been provided.,en-us,https://services2.arcgis.com/C8EMgrsFcRFL6LrL/ArcGIS/rest/services/Tsunami_Capable_Tide_Stations/FeatureServer/0,public,custom,GeoPlatform ArcGIS Online,"-180,-89,180,89",,Tsunami_Capable_Tide_Stations.geojson
fad7e689a60c479b9df688bb2b9efa7b,HostedbyHIFLD2,"Tue, 25 Jun 2024 16:46:57 GMT","Tue, 08 Apr 2025 19:54:42 GMT",Hydrocarbon Gas Liquid Pipelines,Feature Service,Major hydrocarbon gas liquids (HGL) pipelines in the United States and selected HGL pipelines in Canada. This data includes interstate trunk lines and selected intrastate lines. Based on publicly available data from a variety of sources (including company websites and media reports) with varying scales and levels of accuracy. Updated January 2020.,"HGL,pipelines,Energy,infrastructure,EIA,HIFLD,Feature Service,SDI,NSDI,Open Data,FGDC,Emergency Preparedness,Disaster Planning,Infrastructure",This data was created for the purpose of identifying major hydrocarbon gas liquids (HGL) pipelines in the United States.,,Department of Energy (DOE),"None (public use). Users are advised to thoroughly review the metadata to understand the appropriate use and limitations of the data. These data and related graphics, if available, are not legal documents and are not intended to be used as such.The information contained in these data is dynamic and may change over time. The U.S. Energy Information Administration gives no warranty, expressed or implied, as to the accuracy, reliability, or completeness of these data.",english (united states),https://services7.arcgis.com/FGr1D95XCGALKXqM/arcgis/rest/services/HGL_Pipelines_US_EIA/FeatureServer/0,public,custom,GeoPlatform ArcGIS Online,,,HGL_Pipelines_US_EIA.geojson
fc8ccbf1454841188b66bcef322096f3,HostedbyHIFLD2,"Wed, 05 Jun 2024 17:02:28 GMT","Tue, 08 Apr 2025 19:54:42 GMT",US County Boundaries,Feature Service,"The primary legal divisions of most states are termed counties. In Louisiana, these divisions are known as parishes. In Alaska, which has no counties, the equivalent entities are the organized boroughs, city and boroughs, municipalities, and census areas; the latter of which are delineated cooperatively for statistical purposes by the State of Alaska and the Census Bureau. In four states (Maryland, Missouri, Nevada, and Virginia), there are one or more incorporated places that are independent of any county organization and thus constitute primary divisions of their states. These incorporated places are known as independent cities and are treated as equivalent entities for purposes of data presentation. The District of Columbia and Guam have no primary divisions, and each area is considered an equivalent entity for purposes of data presentation. All of the counties in Connecticut and Rhode Island and nine counties in Massachusetts were dissolved as functioning governmental entities; however, the Census Bureau continues to present data for these historical entities in order to provide comparable geographic units at the county level of the geographic hierarchy for these states and represents them as nonfunctioning legal entities in data products. The Census Bureau treats the following entities as equivalents of counties for purposes of data presentation: Municipios in Puerto Rico, Districts and Islands in American Samoa, Municipalities in the Commonwealth of the Northern Mariana Islands, and Islands in the U.S. Virgin Islands. Download: https://www2.census.gov/geo/tiger/TGRGDB24/tlgdb_2024_a_us_substategeo.gdb.zip Layer: County Metadata: https://meta.geo.census.gov/data/existing/decennial/GEO/GPMB/TIGERline/Current_19115/series_tl_2023_county.shp.iso.xml","Puerto Rico,Independent Cities,Continental United States,United States,Parish,Boundaries,Polygon,Governmental Units and Administrative and Statistical Boundaries Theme,Nation,Hawaii,American Samoa,Borough,Guam,National Geospatial Data Asset,CONUS,U.S. Virgin Islands,Municipio,County,Alaska,NGDA,Northern Mariana Islands,U.S.,HIFLD,Feature Service,SDI,NSDI,Open Data,FGDC,Emergency Preparedness,Disaster Planning,Infrastructure","Counties (or statistically equivalent entities); January 1, 2024 vintage",,U.S. Census Bureau,Access Constraints: None (Public Domain Information) Use Constraints: None (Public Use),en-us,https://tigerweb.geo.census.gov/arcgis/rest/services/TIGERweb/State_County/MapServer/1,public,custom,GeoPlatform ArcGIS Online,"-180.0017,-20.6218,-174.5749,71.5707",,
029e60ce925143b7a50ae62970772d15,HostedbyHIFLD2,"Mon, 05 Feb 2024 17:55:07 GMT","Tue, 08 Apr 2025 19:54:41 GMT",Hulke Areas (USACE IENC),Feature Service,"The USACE IENCs coverage area consists of 7,260 miles across 21 rivers primarily located in the Central United States. IENCs apply to inland waterways that are maintained for navigation by USACE for shallow-draft vessels (e.g., maintained at a depth of 9-14 feet, dependent upon the waterway project authorization). Generally, IENCs are produced for those commercially navigable waterways which the National Oceanic and Atmospheric Administration (NOAA) does not produce Electronic Navigational Charts (ENCs). However, Special Purpose IENCs may be produced in agreement with NOAA. IENC POC: IENC_POC@usace.army.mil","USCG,USACE,IENC,HIFLD,Transportation - Water,Feature Service,SDI,NSDI,Open Data,FGDC,Emergency Preparedness,Disaster Planning,Infrastructure",A permanently moored ship.,,U.S. Army Corp Of Engineers (USACE),None (Public Domain Information),english (united states),https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/HULKES_AREA/MapServer/0,public,custom,GeoPlatform ArcGIS Online,,,HULKES_AREA.geojson
02bfe3163c1842bfb2b5728807288853,HostedbyHIFLD2,"Fri, 23 Feb 2024 18:02:33 GMT","Tue, 08 Apr 2025 19:54:41 GMT",National Tunnel Inventory,Feature Service,"The National Tunnel Inventory dataset was compiled on July 22, 2024 and published on July 24, 2024 from the Federal Highway Administration (FHWA) and is part of the U.S. Department of Transportation (USDOT)/Bureau of Transportation Statistics (BTS) National Transportation Atlas Database (NTAD). The National Tunnel Inventory (NTI) is a collection of information (database) describing the more than 500 of the Nation's tunnels located on public roads, including Interstate Highways, U.S. highways, State and county roads, as well as publicly-accessible tunnels on Federal lands. The inventory data present a complete picture of the location, description, and classification data for each tunnel, as well as any load rating and inspection information. The element data present a breakdown of the condition of each structural and civil element for each tunnel on the National Highway System (NHS). The Specifications for the National Tunnel Inventory (SNTI) contains a detailed description of each data element including coding instructions and attribute definitions. The Coding Manual is published for each year of data collection; the manual is available at: https://doi.org/10.21949/1519104.","NTAD,National Transportation Atlas Database,Inventory,Tunnel Element,Element,Tunnel,Tunnels,Condition,Transportation Ground,FHWA,BTS,HIFLD,Feature Service,SDI,NSDI,Open Data,FGDC,Emergency Preparedness,Disaster Planning,Infrastructure","Data in the NTI is used to meet legislative reporting requirements and provide tunnel owners, the Federal Highway Administration (FHWA) and the general public with information on the number and condition of the Nation’s tunnels.","/Categories/Disasters and Natural Hazards,/Categories/GeoPlatform.gov/HIFLD",Department of Transportation (DOT),This NTAD dataset is a work of the United States government as defined in 17 U.S.C. § 101 and as such are not protected by any U.S. copyrights. This work is available for unrestricted public use.,english (united states),https://services.arcgis.com/xOi1kZaI0eWDREZv/arcgis/rest/services/NTAD_National_Tunnel_Inventory/FeatureServer/0,public,custom,Federal Highway Administration (FHWA),"-171.5,18.5,-67,71.5",,NTAD_National_Tunnel_Inventory.geojson
05beb7d30a6d4e44a44feb976ab5fb0c,HostedbyHIFLD2,"Thu, 06 Oct 2022 21:07:02 GMT","Tue, 08 Apr 2025 19:54:41 GMT",Peak Shaving Facilities,Feature Service,This feature class/shapefile represents Peak Shaving Plants. Peak Shaving Plants are used to provide vaporized Liquefied Natural Gas or Liquefied Propane Gas Air injections into natural gas pipelines to augment the pipeline for shortfalls in natural gas supplies. Data contains locational and other attribute information for Peak Shaving Plants. Geographical coverage includes the Continental United States.,"homeland security,homeland defense,emergency response,liquefied natural gas,natural gas,propane,propane-air,truck,ship/barge,pipeline,liquefaction,storage,peak shaving,satellite,other,name,address,type,status,population,facility characteristics,United States,USA,HIFLD,Feature Service,SDI,NSDI,Open Data,FGDC,Emergency Preparedness,Disaster Planning,Infrastructure",This feature class/shapefile contains Peak Shaving Plants for the Homeland Infrastructure Foundation-Level (HIFLD) Database: https://gii.dhs.gov/HIFLD  as well as the Energy modeling and simulation community.,"/Categories/Disasters and Natural Hazards,/Categories/GeoPlatform.gov/HIFLD","Oak Ridge National Laboratory (ORNL), Argonne National Laboratory (ANL), Decision and Infrastructure Sciences Division, National Geospatial-Intelligence Agency (NGA) Homeland Security Infrastructure Program (HSIP) Team",None (Public Use). Users are advised to read the data set's metadata thoroughly to understand appropriate uses and data limitations.,,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Peak_Shaving_Facilities_gdb/FeatureServer,public,custom,Oak Ridge National Laboratory,"-175.7592511415072,23.96619183337941,-46.82375667093028,72.04231693827948",,Peak_Shaving_Facilities_gdb.geojson
0637d09a674045b9bca7ee159d1fe163,HostedbyHIFLD2,"Mon, 08 Apr 2024 17:49:21 GMT","Tue, 08 Apr 2025 19:54:41 GMT",FWS HQ ES Critical Habitat,Feature Service,"When a species is proposed for listing as endangered or threatened under the Endangered Species Act, the U.S. Fish and Wildlife Service must consider whether there are areas of habitat believed to be essential the species’ conservation. Those areas may be proposed for designation as “critical habitat.” Critical habitat is a term defined and used in the Act. It is a specific geographic area(s) that contains features essential for the conservation of a threatened or endangered species and that may require special management and protection. Critical habitat may include an area that is not currently occupied by the species but that will be needed for its recovery. An area is designated as “critical habitat” after the Service publishes a proposed Federal regulation in the Federal Register and receives and considers public comments on the proposal. The final boundaries of the critical habitat are also published in the Federal Register. Critical habitat are areas considered essential for the conservation of a listed species. Federal agencies are required to consult with the U.S. Fish and Wildlife Service on actions they carry out, fund, or authorize to ensure that their actions will not destroy or adversely modify critical habitat. These areas provide notice to the public and land managers of the importance of these areas to the conservation of a listed species. Special protections and/or restrictions are possible in areas where Federal funding, permits, licenses, authorizations, or actions occur or are required.","USFWS Critical Habitat,United States Fish and Wildlife Service,Fish and Wildlife Service,Fish and Wildlife,USFWS,Critical Habitat,Endangered Species,Threatened Species,Endangered,ecology,landscape,HIFLD,Feature Service,SDI,NSDI,Open Data,FGDC,Emergency Preparedness,Disaster Planning,Infrastructure",A specific geographic area(s) that contains features essential for the conservation of a threatened or endangered species and that may require special management and protection.,,U.S. Fish and Wildlife Service (USFWS),"None. The GIS files and their associated coordinates are not the legal source for determining the critical habitat boundaries of species described within this dataset. Inherent in any data set used to develop graphical representations, are limitations of accuracy as determined by, among others, the source, scale and resolution of the data. While the Service makes every effort to represent the critical habitat shown with this data as completely and accurately as possible (given existing time and resource constraints), the USFWS gives no warranty, expressed or implied, as to the accuracy, reliability, or completeness of these data. In addition, the USFWS shall not be held liable for improper or incorrect use of the data described and/or contained herein. Graphical representations provided by the use of this data do not represent a legal description of the critical habitat boundary. The user is referred to the critical habitat textual description in the appropriate final rule for this species as published in the Federal Register. These data are to be used only in the context of the definition and purpose of critical habitat. This primarily relates to Section 7 consultation under the Endangered Species Act. These data may be used for planning and land management purposes. They are not to be used for legal survey use.",english (united states),https://services.arcgis.com/QVENGdaPbd4LUkLV/ArcGIS/rest/services/USFWS_Critical_Habitat/FeatureServer,public,custom,GeoPlatform ArcGIS Online,,,
0b1082aa9fe446c293f7d4eb833eb3b2,HostedbyHIFLD2,"Tue, 12 Mar 2024 17:21:38 GMT","Tue, 08 Apr 2025 19:54:41 GMT",Trails,Feature Service,"The USGS Transportation downloadable data from The National Map (TNM) is based on TIGER/Line data provided through U.S. Census Bureau and supplemented with HERE road data to create tile cache base maps. Some of the TIGER/Line data includes limited corrections done by USGS. Transportation data consists of roads, railroads, trails, airports, and other features associated with the transport of people or commerce. The data include the name or route designator, classification, and location. Transportation data support general mapping and geographic information system technology analysis for applications such as traffic safety, congestion mitigation, disaster planning, and emergency response. The National Map transportation data is commonly combined with other data themes, such as boundaries, elevation, hydrography, and structures, to produce general reference base maps. The National Map viewer allows free downloads of public domain transportation data in either Esri File Geodatabase or Shapefile formats. For additional information on the transportation data model, go to https://www.usgs.gov/core-science-systems/national-geospatial-program/national-map.  See https://apps.nationalmap.gov/help/ for assistance with The National Map viewer, download client, services, or metadata. Data Refreshed January, 2025","transportation,road,railroad,airport,airstrip,runway,ferry,tunnel,interstate,expressway,controlled-access,highway,ramp,route,primary,secondary,local,connector,4WD,trail,scenic,recreational,USFS,NGP-TNM,REST,WMS,WFS,Transportation Ground,USGS,U.S. Census Bureau,TIGER,U.S. Forest Service,HIFLD,Feature Service,SDI,NSDI,Open Data,FGDC,Emergency Preparedness,Disaster Planning,Infrastructure","Recreational trails of the United States, including National Scenic Trails.","/Categories/Disasters and Natural Hazards,/Categories/GeoPlatform.gov/HIFLD",USGS The National Map: National Transportation Dataset; U.S. Census Bureau – TIGER/Line; U.S. Forest Service.,None (Public Domain Information),english (united states),https://carto.nationalmap.gov/arcgis/rest/services/transportation/MapServer/11,public,custom,GeoPlatform ArcGIS Online,,,transportation.geojson
0b537bc511d9408b9c343fa7c890e0d0,HostedbyHIFLD2,"Mon, 05 Feb 2024 17:55:15 GMT","Tue, 08 Apr 2025 19:54:41 GMT",Lateral Beacons (USACE IENC),Feature Service,"The USACE IENCs coverage area consists of 7,260 miles across 21 rivers primarily located in the Central United States. IENCs apply to inland waterways that are maintained for navigation by USACE for shallow-draft vessels (e.g., maintained at a depth of 9-14 feet, dependent upon the waterway project authorization). Generally, IENCs are produced for those commercially navigable waterways which the National Oceanic and Atmospheric Administration (NOAA) does not produce Electronic Navigational Charts (ENCs). However, Special Purpose IENCs may be produced in agreement with NOAA. IENC POC: IENC_POC@usace.army.mil","USCG,USACE,IENC,HIFLD,Transportation - Water,Feature Service,SDI,NSDI,Open Data,FGDC,Emergency Preparedness,Disaster Planning,Infrastructure","A beacon is a prominent specially constructed object forming a conspicuous mark as a fixed aid to navigation or for use in hydrographic survey (IHO Dictionary, S-32, 5th Edition, 420). A lateral beacon is used to indicate the port or starboard hand side of the route to be followed. They are generally used for well defined channels and are used in conjunction with a conventional direction of buoyage. (UKHO NP 735, 5th Edition)",,U.S. Army Corp Of Engineers (USACE),None (Public Domain Information),english (united states),https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/LATERAL_BEACON_POINT/MapServer/0,public,custom,GeoPlatform ArcGIS Online,,,LATERAL_BEACON_POINT.geojson
0b58d5ae14ef4053a5820cc0fe1acbd9,HostedbyHIFLD2,"Mon, 05 Feb 2024 17:55:32 GMT","Tue, 08 Apr 2025 19:54:41 GMT",Roads (USACE IENC),Feature Service,"The USACE IENCs coverage area consists of 7,260 miles across 21 rivers primarily located in the Central United States. IENCs apply to inland waterways that are maintained for navigation by USACE for shallow-draft vessels (e.g., maintained at a depth of 9-14 feet, dependent upon the waterway project authorization). Generally, IENCs are produced for those commercially navigable waterways which the National Oceanic and Atmospheric Administration (NOAA) does not produce Electronic Navigational Charts (ENCs). However, Special Purpose IENCs may be produced in agreement with NOAA. IENC POC: IENC_POC@usace.army.mil","USCG,USACE,IENC,HIFLD,Transportation - Water,Feature Service,SDI,NSDI,Open Data,FGDC,Emergency Preparedness,Disaster Planning,Infrastructure","A road is an open way for the passage of vehicles. (United States Geological Survey, Jan. 89)",,U.S. Army Corp Of Engineers (USACE),None (Public Domain Information),english (united states),https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/ROADWAY_LINE/MapServer/0,public,custom,GeoPlatform ArcGIS Online,,,ROADWAY_LINE.geojson
13887a675e154f9db84d69b675cd48da,HostedbyHIFLD2,"Mon, 05 Feb 2024 17:55:26 GMT","Tue, 08 Apr 2025 19:54:41 GMT",Nautical Publication Information Areas (USACE IENC),Feature Service,"The USACE IENCs coverage area consists of 7,260 miles across 21 rivers primarily located in the Central United States. IENCs apply to inland waterways that are maintained for navigation by USACE for shallow-draft vessels (e.g., maintained at a depth of 9-14 feet, dependent upon the waterway project authorization). Generally, IENCs are produced for those commercially navigable waterways which the National Oceanic and Atmospheric Administration (NOAA) does not produce Electronic Navigational Charts (ENCs). However, Special Purpose IENCs may be produced in agreement with NOAA. IENC POC: IENC_POC@usace.army.mil","USCG,USACE,IENC,HIFLD,Transportation - Water,Feature Service,SDI,NSDI,Open Data,FGDC,Emergency Preparedness,Disaster Planning,Infrastructure","Used to relate additional nautical information or publications to the data. For example, geographic areas may be defined that relate to sections in Sailing Directions (Coast Pilots).",,U.S. Army Corp Of Engineers (USACE),None (Public Domain Information),english (united states),https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/NAUTICAL_PUBLICATION_INFORMATION_AREA/MapServer/0,public,custom,GeoPlatform ArcGIS Online,,,NAUTICAL_PUBLICATION_INFORMATION_AREA.geojson
13bbaea400fa479f92afe1f17cca2df6,HostedbyHIFLD2,"Mon, 05 Feb 2024 17:55:45 GMT","Tue, 08 Apr 2025 19:54:41 GMT",River Lines (USACE IENC),Feature Service,"The USACE IENCs coverage area consists of 7,260 miles across 21 rivers primarily located in the Central United States. IENCs apply to inland waterways that are maintained for navigation by USACE for shallow-draft vessels (e.g., maintained at a depth of 9-14 feet, dependent upon the waterway project authorization). Generally, IENCs are produced for those commercially navigable waterways which the National Oceanic and Atmospheric Administration (NOAA) does not produce Electronic Navigational Charts (ENCs). However, Special Purpose IENCs may be produced in agreement with NOAA. IENC POC: IENC_POC@usace.army.mil","USCG,USACE,IENC,HIFLD,Transportation - Water,Feature Service,SDI,NSDI,Open Data,FGDC,Emergency Preparedness,Disaster Planning,Infrastructure","A relatively large natural stream of water. (IHO Dictionary, S-32, 5th Edition, 4405)",,U.S. Army Corp Of Engineers (USACE),None (Public Domain Information),english (united states),https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/RIVERS_LINE/MapServer/0,public,custom,GeoPlatform ArcGIS Online,,,RIVERS_LINE.geojson
14bb216500b1401ebb083d908ed6cd6d,HostedbyHIFLD2,"Mon, 05 Feb 2024 17:55:06 GMT","Tue, 08 Apr 2025 19:54:41 GMT",Harbor Facility Locations (USACE IENC),Feature Service,"The USACE IENCs coverage area consists of 7,260 miles across 21 rivers primarily located in the Central United States. IENCs apply to inland waterways that are maintained for navigation by USACE for shallow-draft vessels (e.g., maintained at a depth of 9-14 feet, dependent upon the waterway project authorization). Generally, IENCs are produced for those commercially navigable waterways which the National Oceanic and Atmospheric Administration (NOAA) does not produce Electronic Navigational Charts (ENCs). However, Special Purpose IENCs may be produced in agreement with NOAA. IENC POC: IENC_POC@usace.army.mil","USCG,USACE,IENC,HIFLD,Transportation - Water,Feature Service,SDI,NSDI,Open Data,FGDC,Emergency Preparedness,Disaster Planning,Infrastructure",A harbour installation with a service or commercial operation of public interest.,,U.S. Army Corp Of Engineers (USACE),None (Public Domain Information),english (united states),https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/HARBOUR_FACILITY_POINT/MapServer/0,public,custom,GeoPlatform ArcGIS Online,,,HARBOUR_FACILITY_POINT.geojson
17ec74422b5c42a088b2678b59c88826,HostedbyHIFLD2,"Mon, 05 Feb 2024 17:55:33 GMT","Tue, 08 Apr 2025 19:54:41 GMT",Sea Area Locations (USACE IENC),Feature Service,"The USACE IENCs coverage area consists of 7,260 miles across 21 rivers primarily located in the Central United States. IENCs apply to inland waterways that are maintained for navigation by USACE for shallow-draft vessels (e.g., maintained at a depth of 9-14 feet, dependent upon the waterway project authorization). Generally, IENCs are produced for those commercially navigable waterways which the National Oceanic and Atmospheric Administration (NOAA) does not produce Electronic Navigational Charts (ENCs). However, Special Purpose IENCs may be produced in agreement with NOAA. IENC POC: IENC_POC@usace.army.mil","USCG,USACE,IENC,HIFLD,Transportation - Water,Feature Service,SDI,NSDI,Open Data,FGDC,Emergency Preparedness,Disaster Planning,Infrastructure",A geographically defined part of the sea or other navigable waters. It may be specified within its limit s by its proper name,,U.S. Army Corp Of Engineers (USACE),None (Public Domain Information),english (united states),https://ienccloud.us/arcgis/rest/services/IENC_Feature_Classes/SEA_AREA_POINT/MapServer/0,public,custom,GeoPlatform ArcGIS Online,,,SEA_AREA_POINT.geojson
1ceab4c3babb4f058ec6c773574a6ae5,HostedbyHIFLD2,"Tue, 16 Apr 2024 16:33:17 GMT","Tue, 08 Apr 2025 19:54:41 GMT",Mexico and US Border,Feature Service,This dataset represents the international boundary between the United States of America and the United States of Mexico. This feature class is a digital representation of the international boundary between the United States and Mexico in accordance with the 1970 Treaty (Treaty to Resolve Pending Boundary Differences and Maintain the Rio Grande and Colorado River as the International Boundary). It has been generated from a combination of recent surveys and datum conversions. It is intended for mapping purposes only.,"NGDA,National Geospatial Data Asset,NGDAID82,Governmental Units and Administrative and Statistical Boundaries Theme,United States Boundary,Mexico Boundary,International Boundary,HIFLD,Feature Service,SDI,NSDI,Open Data,FGDC,Emergency Preparedness,Disaster Planning,Infrastructure",This dataset represents the international boundary between the United States of America and the United States of Mexico.,,International Boundary and Water Commission (IBWC),Access Constraint: None (Public Domain Information) Use Constraint: None (Public Use),en-us,https://gisserver.ibwc.gov/agsserver/rest/services/USIBWCPublic/US_MexicoIB/FeatureServer,public,custom,GeoPlatform ArcGIS Online,,,US_MexicoIB.geojson
1eb2dab9f283413e9e175427d74f51e2,HostedbyHIFLD2,"Fri, 23 Feb 2024 18:02:30 GMT","Tue, 08 Apr 2025 19:54:41 GMT",Railroad Bridges,Feature Service,"The Railroad Bridges dataset was compiled on October 14, 2022 from the Federal Railroad Administration (FRA) and is part of the U.S. Department of Transportation (USDOT)/Bureau of Transportation Statistics (BTS) National Transportation Atlas Database (NTAD). A railroad bridge is defined as “Railroad bridge means any structure with a deck, regardless of length, which supports one or more railroad tracks, or any other undergrade structure with an individual span length of 10 feet or more located at such a depth that it is affected by live loads.” based on the Code of Federal Regulations (49 CFR Part 237). The FRA does not have a mandate to inspect railroad bridges: these inspections are required by the owner of the track. The FRA will use this railroad bridge dataset to determine the number of bridges per railroad, state, etc. and will assist in determining priority field activities.","FRA,NTAD,National Transportation Atlas Database,Rail,Railroad Bridges,Bridges,Transportation Ground,BTS,HIFLD,Feature Service,SDI,NSDI,Open Data,FGDC,Emergency Preparedness,Disaster Planning,Infrastructure","The purpose of this work is to identify and improve the spatial accuracy and attribution to the Railroad Bridge Inventory. The locations will include railroad over road, railroad over waterways and railroad over railroad.","/Categories/Disasters and Natural Hazards,/Categories/GeoPlatform.gov/HIFLD,/Categories/Transportation/Bridges,/Categories/Transportation/Railways",Department of Transportation (DOT),This NTAD dataset is a work of the United States government as defined in 17 U.S.C. § 101 and as such are not protected by any U.S. copyrights. This work is available for unrestricted public use.,english (united states),https://services.arcgis.com/xOi1kZaI0eWDREZv/arcgis/rest/services/NTAD_Railroad_Bridges/FeatureServer/0,public,custom,Federal Railroad Administration (FRA),"-171.5,18.5,-67,71.5",,NTAD_Railroad_Bridges.geojson
2b3c091f71624ab3b816a9c98665cf9f,HostedbyHIFLD2,"Mon, 08 Apr 2024 17:49:31 GMT","Tue, 08 Apr 2025 19:54:41 GMT",American Red Cross Regions,Feature Service,Generalized geospatial data pertaining to American Red Cross Chapter Regions,"Emergency Services,American Red Cross,HIFLD,Feature Service,SDI,NSDI,Open Data,FGDC,Emergency Preparedness,Disaster Planning,Infrastructure",Generalized geospatial data pertaining to American Red Cross Chapter Regions,"/Categories/GeoPlatform.gov/Data,/Categories/SDI/SDI-Federal,/Categories/Disasters and Natural Hazards,/Categories/GeoPlatform.gov/HIFLD",American Red Cross,None (Public Use),english (united states),https://services.arcgis.com/pGfbNJoYypmNq86F/ArcGIS/rest/services/Master_ARC_Geography_2022/FeatureServer/2,public,custom,GeoPlatform ArcGIS Online,,,Master_ARC_Geography_2022.geojson
